16095,28099,2019-06-27,1001,67,4.5
16733,28099,2019-06-09,1003,43,10.4
16871,28099,2019-06-07,1001,33,5.0
17270,28099,2019-06-14,1000,9,13.0
18077,28099,2019-06-18,1004,26,10.45
18291,28099,2019-06-06,1000,14,10.4
18309,28099,2019-06-25,1000,68,10.4
18392,28099,2019-06-06,1001,41,4.5
20294,54430,2019-06-20,1001,71,5.0
21610,54430,2019-06-06,1003,36,11.049999999999999
22168,54430,2019-06-15,1004,16,11.0
22254,54430,2019-06-29,1001,73,5.0
22366,54430,2019-06-24,1001,67,4.75
24462,71015,2019-06-27,1001,57,3.75
24938,71015,2019-06-12,1001,18,3.75
26735,79937,2019-06-08,1004,65,11.0
27265,79937,2019-06-14,1000,29,9.75
27621,79937,2019-06-13,1001,37,5.0
27647,79937,2019-06-15,1001,19,4.0
27719,79937,2019-06-22,1004,57,11.0
29351,79937,2019-06-14,1004,87,11.0
29823,79937,2019-06-16,1000,60,13.0
36519,68233,2019-06-16,1004,52,10.45
36604,68233,2019-06-18,1003,14,11.700000000000001
36737,68233,2019-06-14,1003,60,12.35
38464,68233,2019-06-02,1001,34,5.0
39581,68233,2019-06-01,1000,79,13.0
39728,68233,2019-06-27,1004,58,9.35
46755,71047,2019-06-05,1002,33,17.25
47109,71047,2019-06-06,1001,39,4.0
47172,71047,2019-06-28,1000,38,13.0
47369,71047,2019-06-11,1002,82,17.25
47649,71047,2019-06-30,1001,7,4.0
47685,71047,2019-06-05,1001,9,5.0
47910,71047,2019-06-14,1001,63,4.75
48267,71047,2019-06-30,1001,18,4.0
49110,71047,2019-06-26,1001,40,4.25
50159,71047,2019-06-07,1001,78,5.0
50342,71047,2019-06-28,1001,87,4.5
53684,79731,2019-06-13,1002,7,23.0
53817,79731,2019-06-19,1001,29,3.75
54079,79731,2019-06-05,1001,86,5.0
54151,79731,2019-06-02,1000,2,13.0
55540,79731,2019-06-22,1004,2,11.0
58199,44736,2019-06-23,1004,36,9.9
58661,44736,2019-06-22,1004,4,11.0
58692,44736,2019-06-21,1004,75,8.25
59412,44736,2019-06-10,1004,9,8.25
60505,44736,2019-06-01,1000,7,11.049999999999999
60623,44736,2019-06-14,1001,41,5.0
60758,57940,2019-06-04,1001,74,5.0
61732,57940,2019-06-26,1001,14,4.5
61791,57940,2019-06-27,1001,58,5.0
61863,57940,2019-06-29,1003,19,10.4
62150,57940,2019-06-07,1003,77,11.700000000000001
62242,57940,2019-06-06,1001,50,4.5
62410,57940,2019-06-04,1000,16,11.700000000000001
62717,57940,2019-06-05,1001,6,5.0
62832,57940,2019-06-12,1000,45,13.0
63050,57940,2019-06-25,1001,40,4.5
63377,57940,2019-06-23,1001,23,5.0
63409,57940,2019-06-05,1001,81,5.0
65338,66567,2019-06-09,1001,27,4.5
65350,66567,2019-06-21,1004,87,8.8
65407,66567,2019-06-21,1004,79,8.8
65903,66567,2019-06-06,1003,36,13.0
66485,66567,2019-06-16,1004,9,11.0
66548,66567,2019-06-30,1004,81,11.0
67666,66567,2019-06-25,1002,26,17.25
68463,91057,2019-06-16,1000,656,12.35
68799,91057,2019-06-27,1002,672,23.0
69157,91057,2019-06-17,1003,672,13.0
69166,91057,2019-06-15,1000,880,11.049999999999999
