purch_id,cust_id,purch_date,product_id,quantity,unit_net_price
24782,71015,2018-08-18,1001,74,4.5
24946,71015,2018-08-07,1001,77,5.0
26220,71015,2018-08-29,1000,83,9.75
36287,68233,2018-08-15,1004,60,11.0
36956,68233,2018-08-12,1001,40,4.25
37474,68233,2018-08-26,1004,86,8.25
37680,68233,2018-08-11,1001,28,5.0
38764,68233,2018-08-12,1004,48,9.35
39535,68233,2018-08-06,1001,1,5.0
46624,71047,2018-08-08,1004,58,10.45
46635,71047,2018-08-12,1001,52,5.0
46768,71047,2018-08-11,1001,92,5.0
48277,71047,2018-08-08,1004,56,9.9
48285,71047,2018-08-12,1004,53,8.8
48342,71047,2018-08-12,1000,23,13.0
48384,71047,2018-08-25,1004,59,8.8
49372,71047,2018-08-27,1003,31,13.0
49802,71047,2018-08-20,1004,90,11.0
50350,71047,2018-08-20,1001,26,4.25
54651,79731,2018-08-28,1001,68,4.0
54790,79731,2018-08-30,1001,31,5.0
68375,91057,2018-08-09,1003,416,13.0
68647,91057,2018-08-28,1002,560,19.55
69214,91057,2018-08-06,1003,1248,13.0
69429,91057,2018-08-22,1000,1216,9.75
70391,91057,2018-08-22,1003,16,13.0
70454,91057,2018-08-04,1000,96,11.049999999999999
71130,91057,2018-08-07,1004,1440,11.0
72587,192,2018-08-05,1001,39,5.0
73076,192,2018-08-28,1003,22,9.75
73224,192,2018-08-22,1002,34,21.849999999999998
73266,192,2018-08-25,1002,75,23.0
73524,192,2018-08-28,1004,63,11.0
73657,192,2018-08-09,1000,31,10.4
74252,192,2018-08-16,1001,74,5.0
74516,192,2018-08-07,1004,13,11.0
74845,192,2018-08-06,1002,73,23.0
75203,192,2018-08-20,1001,54,4.0
75898,49181,2018-08-23,1001,13,5.0
99309,31200,2018-08-18,1001,2,4.25
100053,31200,2018-08-29,1001,46,5.0
101787,31200,2018-08-26,1002,45,23.0
102082,31200,2018-08-28,1001,54,5.0
102379,31200,2018-08-07,1004,48,8.25
111781,71420,2018-08-24,1001,15,3.75
111977,71420,2018-08-31,1004,33,9.35
112807,71420,2018-08-14,1001,34,4.5
112841,71420,2018-08-14,1002,42,23.0
113669,71420,2018-08-20,1004,18,11.0
113838,71420,2018-08-23,1001,54,5.0
114314,71420,2018-08-14,1001,32,5.0
114411,71420,2018-08-28,1001,72,5.0
117936,79491,2018-08-14,1001,15,5.0
118080,79491,2018-08-11,1000,16,11.049999999999999
118198,79491,2018-08-28,1001,38,4.75
118721,79491,2018-08-05,1000,76,11.049999999999999
119366,79491,2018-08-26,1000,69,9.75
120392,79491,2018-08-29,1004,61,11.0
120545,79491,2018-08-30,1000,66,10.4
120867,92285,2018-08-04,1000,78,13.0
120932,92285,2018-08-14,1001,45,4.5
123246,92285,2018-08-31,1002,48,23.0
124205,92285,2018-08-31,1000,19,11.700000000000001
124328,92285,2018-08-10,1004,50,9.9
125642,1336,2018-08-26,1003,79,11.700000000000001
126178,1336,2018-08-30,1000,21,12.35
130104,25901,2018-08-18,1001,29,4.75
130948,25901,2018-08-02,1004,36,11.0
130950,25901,2018-08-10,1000,10,13.0
131463,25901,2018-08-12,1001,26,5.0
