15739,28099,2020-05-04,1001,79,4.0
16532,28099,2020-05-19,1004,23,9.35
18015,28099,2020-05-26,1001,31,4.5
18760,28099,2020-05-30,1004,68,11.0
20037,54430,2020-05-17,1001,80,4.75
20251,54430,2020-05-19,1001,21,4.5
20668,54430,2020-05-09,1003,77,11.700000000000001
20743,54430,2020-05-22,1000,29,9.75
21136,54430,2020-05-04,1004,46,10.45
21487,54430,2020-05-26,1000,33,9.75
21743,54430,2020-05-13,1000,19,11.049999999999999
21992,54430,2020-05-30,1004,4,11.0
24223,71015,2020-05-18,1002,77,23.0
24936,71015,2020-05-23,1001,46,4.5
25001,71015,2020-05-04,1001,9,5.0
25112,71015,2020-05-20,1001,20,5.0
25186,71015,2020-05-07,1001,52,5.0
25265,71015,2020-05-21,1004,84,11.0
25585,71015,2020-05-31,1003,6,9.75
25665,71015,2020-05-23,1000,32,12.35
26774,79937,2020-05-13,1001,49,5.0
27575,79937,2020-05-19,1003,15,11.049999999999999
27631,79937,2020-05-17,1002,18,23.0
27657,79937,2020-05-11,1001,31,5.0
28724,79937,2020-05-16,1001,80,5.0
29293,79937,2020-05-15,1002,74,17.25
31662,1769,2020-05-27,1000,44,13.0
31812,1769,2020-05-11,1001,27,5.0
32753,1769,2020-05-29,1001,70,4.0
32782,1769,2020-05-05,1001,72,4.75
33521,1769,2020-05-26,1001,20,4.75
37961,68233,2020-05-06,1002,85,23.0
39564,68233,2020-05-08,1003,49,13.0
40099,89328,2020-05-07,1002,918,20.7
40453,89328,2020-05-18,1000,1440,13.0
40464,89328,2020-05-01,1004,306,10.45
40533,89328,2020-05-19,1004,72,11.0
41119,89328,2020-05-23,1003,1404,10.4
41176,89328,2020-05-16,1003,72,13.0
41515,89328,2020-05-31,1003,1080,9.75
41720,89328,2020-05-17,1002,1512,23.0
41767,89328,2020-05-26,1002,1476,23.0
41992,89328,2020-05-13,1002,162,23.0
42026,89328,2020-05-13,1000,1332,13.0
43012,73767,2020-05-22,1004,7,8.25
43470,73767,2020-05-21,1000,85,11.700000000000001
44236,73767,2020-05-20,1001,11,4.5
44503,73767,2020-05-23,1001,81,5.0
44622,73767,2020-05-22,1004,22,9.9
44951,73965,2020-05-25,1001,75,4.25
45598,73965,2020-05-30,1000,38,9.75
45852,73965,2020-05-28,1004,42,11.0
45912,73965,2020-05-13,1004,85,9.35
46120,73965,2020-05-25,1001,18,4.5
46176,73965,2020-05-18,1001,71,5.0
46468,73965,2020-05-27,1004,20,9.9
48206,71047,2020-05-08,1004,27,8.8
49291,71047,2020-05-10,1004,23,8.25
49446,71047,2020-05-03,1001,74,4.0
49906,71047,2020-05-13,1003,75,13.0
49976,71047,2020-05-19,1004,9,8.25
51026,50489,2020-05-28,1004,61,11.0
51611,50489,2020-05-23,1001,77,4.75
53717,79731,2020-05-25,1001,85,4.5
53985,79731,2020-05-12,1001,39,5.0
54038,79731,2020-05-30,1004,52,11.0
54841,79731,2020-05-30,1003,68,10.4
55515,79731,2020-05-22,1004,73,9.9
55913,79731,2020-05-10,1004,47,8.25
56486,30421,2020-05-22,1003,32,13.0
56918,30421,2020-05-12,1004,68,10.45
56984,30421,2020-05-02,1001,73,5.0
57020,30421,2020-05-29,1004,30,8.8
57880,30421,2020-05-31,1002,81,23.0
58393,44736,2020-05-11,1004,6,8.25
58802,44736,2020-05-08,1001,40,5.0
59720,44736,2020-05-02,1001,19,5.0
61099,57940,2020-05-10,1001,46,5.0
61285,57940,2020-05-10,1001,57,3.75
61579,57940,2020-05-11,1004,19,11.0
61711,57940,2020-05-23,1004,52,11.0
62444,57940,2020-05-17,1002,60,23.0
62872,57940,2020-05-23,1003,4,11.049999999999999
63301,57940,2020-05-11,1001,43,4.25
66220,66567,2020-05-15,1000,76,13.0
66545,66567,2020-05-04,1002,23,23.0
67002,66567,2020-05-24,1002,18,17.25
67067,66567,2020-05-11,1001,51,3.75
68030,66567,2020-05-31,1002,39,20.7
68726,91057,2020-05-19,1003,640,13.0
68785,91057,2020-05-08,1000,1360,9.75
68877,91057,2020-05-09,1003,976,13.0
69597,91057,2020-05-14,1001,416,5.0
69757,91057,2020-05-09,1004,704,9.35
69850,91057,2020-05-30,1002,912,18.400000000000002
70026,91057,2020-05-23,1002,96,17.25
71624,91057,2020-05-30,1003,320,9.75
73580,192,2020-05-05,1003,3,13.0
73809,192,2020-05-20,1001,65,5.0
73854,192,2020-05-07,1001,5,5.0
74094,192,2020-05-05,1001,19,5.0
74250,192,2020-05-10,1000,41,11.049999999999999
74364,192,2020-05-08,1000,27,11.049999999999999
75117,192,2020-05-04,1001,41,5.0
75737,49181,2020-05-02,1001,1,5.0
75960,49181,2020-05-15,1001,50,5.0
76648,49181,2020-05-26,1001,30,5.0
76874,49181,2020-05-18,1004,25,10.45
77321,49181,2020-05-11,1001,21,4.25
77866,49181,2020-05-08,1000,17,13.0
79226,7282,2020-05-13,1003,74,13.0
79263,7282,2020-05-23,1001,38,4.0
80725,7282,2020-05-08,1004,23,11.0
81278,7282,2020-05-20,1000,2,13.0
81650,7282,2020-05-01,1001,73,5.0
82139,6579,2020-05-26,1001,46,5.0
82361,6579,2020-05-09,1004,2,11.0
82938,6579,2020-05-21,1002,56,23.0
83019,6579,2020-05-03,1004,26,10.45
84525,6579,2020-05-21,1004,18,11.0
84612,6579,2020-05-26,1001,20,4.25
85771,87369,2020-05-17,1001,68,4.0
85801,87369,2020-05-21,1000,71,13.0
85936,87369,2020-05-17,1000,66,10.4
86001,87369,2020-05-30,1001,43,5.0
86043,87369,2020-05-04,1003,7,9.75
87513,87369,2020-05-22,1000,51,10.4
87618,87369,2020-05-02,1000,3,13.0
87859,87369,2020-05-18,1004,8,8.25
87932,87369,2020-05-10,1003,85,13.0
87981,87369,2020-05-14,1003,42,12.35
89719,30301,2020-05-05,1004,73,11.0
90584,30301,2020-05-01,1004,43,8.25
90602,30301,2020-05-29,1004,63,11.0
91397,30301,2020-05-28,1001,26,4.25
91574,30301,2020-05-06,1004,47,8.25
91836,30301,2020-05-25,1004,54,8.25
91877,30301,2020-05-21,1002,74,20.7
94031,60426,2020-05-08,1000,57,13.0
94503,60426,2020-05-31,1004,51,11.0
94721,60426,2020-05-22,1004,80,11.0
94816,60426,2020-05-06,1000,49,13.0
95476,60426,2020-05-27,1004,17,9.9
95782,60426,2020-05-02,1001,62,4.75
95825,60426,2020-05-29,1001,76,4.25
95897,60426,2020-05-19,1000,85,13.0
96285,60426,2020-05-31,1000,68,13.0
96308,60426,2020-05-24,1001,1,5.0
97436,39580,2020-05-02,1001,66,5.0
97693,39580,2020-05-19,1001,14,3.75
98680,39580,2020-05-27,1002,84,23.0
98739,39580,2020-05-20,1004,69,11.0
99021,39580,2020-05-17,1001,63,4.0
99124,39580,2020-05-07,1001,26,5.0
99298,31200,2020-05-23,1000,63,9.75
99957,31200,2020-05-23,1002,40,19.55
100282,31200,2020-05-03,1000,12,9.75
101369,31200,2020-05-01,1004,85,11.0
102058,31200,2020-05-05,1002,68,23.0
102333,31200,2020-05-01,1001,76,4.75
102785,31200,2020-05-22,1001,28,5.0
106450,73658,2020-05-16,1001,75,5.0
107327,73658,2020-05-17,1000,18,13.0
107709,73658,2020-05-16,1002,70,20.7
107772,73658,2020-05-22,1001,83,5.0
108062,73658,2020-05-29,1001,22,5.0
108304,73658,2020-05-05,1004,85,10.45
108482,73658,2020-05-19,1003,13,13.0
112527,71420,2020-05-25,1001,67,5.0
112677,71420,2020-05-07,1000,85,13.0
112761,71420,2020-05-11,1004,57,9.9
112922,71420,2020-05-16,1003,77,13.0
112964,71420,2020-05-19,1001,80,4.5
114073,71420,2020-05-20,1001,35,5.0
114604,71420,2020-05-27,1000,37,13.0
114943,71420,2020-05-13,1002,71,23.0
117310,79491,2020-05-10,1000,21,11.049999999999999
117762,79491,2020-05-23,1003,29,11.700000000000001
118101,79491,2020-05-08,1001,51,3.75
118496,79491,2020-05-29,1003,4,13.0
119344,79491,2020-05-18,1002,57,23.0
119426,79491,2020-05-03,1000,52,13.0
120183,79491,2020-05-12,1001,29,5.0
120492,79491,2020-05-05,1004,19,11.0
120522,79491,2020-05-11,1001,34,4.0
120595,79491,2020-05-03,1004,3,10.45
120818,92285,2020-05-20,1004,50,9.35
121542,92285,2020-05-27,1001,73,4.0
121615,92285,2020-05-27,1004,5,11.0
121777,92285,2020-05-09,1004,12,8.25
121980,92285,2020-05-04,1001,31,4.75
122492,92285,2020-05-28,1004,45,11.0
122557,92285,2020-05-23,1000,48,11.700000000000001
124275,92285,2020-05-21,1002,22,23.0
124287,92285,2020-05-31,1004,28,11.0
124358,1336,2020-05-13,1003,28,10.4
124748,1336,2020-05-12,1001,42,5.0
124793,1336,2020-05-07,1001,18,4.25
125157,1336,2020-05-23,1001,21,4.25
125493,1336,2020-05-27,1004,37,9.35
126622,1336,2020-05-06,1000,40,11.049999999999999
127065,1336,2020-05-12,1002,50,21.849999999999998
127686,1336,2020-05-24,1004,47,11.0
127862,49193,2020-05-17,1004,26,9.35
127927,49193,2020-05-25,1001,14,5.0
128800,49193,2020-05-05,1001,5,4.25
129175,49193,2020-05-10,1001,40,4.25
130209,25901,2020-05-14,1001,46,5.0
130454,25901,2020-05-12,1004,12,10.45
130679,25901,2020-05-07,1001,12,4.5
130684,25901,2020-05-08,1002,59,23.0
131645,25901,2020-05-08,1004,68,11.0
131861,25901,2020-05-23,1004,46,11.0
131935,25901,2020-05-28,1004,29,11.0
132595,25901,2020-05-13,1001,20,4.25
132787,25901,2020-05-26,1001,50,4.25
136013,11683,2020-05-20,1003,16,9.75
136117,11683,2020-05-24,1001,80,5.0
137242,11683,2020-05-21,1001,53,4.5
139472,81675,2020-05-18,1003,51,9.75
139559,81675,2020-05-22,1004,68,11.0
141107,81675,2020-05-08,1004,57,11.0
141623,81675,2020-05-17,1001,8,4.75
142817,54646,2020-05-27,1004,765,8.8
142913,54646,2020-05-23,1002,330,20.7
143955,54646,2020-05-30,1002,1275,19.55
144572,54646,2020-05-03,1002,945,23.0
144644,54646,2020-05-06,1002,1200,23.0
145268,71129,2020-05-08,1004,13,11.0
145420,71129,2020-05-04,1003,85,13.0
145657,71129,2020-05-01,1003,4,10.4
145966,71129,2020-05-28,1004,32,8.25
147293,71129,2020-05-18,1001,77,5.0
147515,71129,2020-05-08,1004,72,9.35
147680,71129,2020-05-27,1001,12,5.0
147708,71129,2020-05-29,1001,6,3.75
147787,71129,2020-05-11,1002,57,23.0
147936,71129,2020-05-24,1000,53,11.700000000000001
148108,71129,2020-05-12,1001,78,5.0
148117,71129,2020-05-04,1002,12,23.0
149270,36867,2020-05-02,1004,23,9.9
150187,36867,2020-05-10,1000,25,12.35
150256,36867,2020-05-12,1004,41,10.45
150777,36867,2020-05-15,1004,16,11.0
151769,36867,2020-05-08,1001,58,4.0
152078,10038,2020-05-12,1002,78,23.0
152109,10038,2020-05-03,1001,12,5.0
152938,10038,2020-05-12,1004,61,8.25
153090,10038,2020-05-09,1004,61,9.9
153105,10038,2020-05-04,1004,57,8.8
153397,10038,2020-05-23,1001,68,4.5
154606,10038,2020-05-30,1003,16,11.049999999999999
154673,10038,2020-05-24,1004,60,9.35
154736,10038,2020-05-17,1002,32,23.0
154992,10038,2020-05-04,1002,34,17.25
156073,50007,2020-05-14,1001,17,5.0
156259,50007,2020-05-24,1001,22,5.0
156644,50007,2020-05-21,1001,39,4.25
157071,50007,2020-05-03,1001,85,5.0
157560,50007,2020-05-21,1003,56,13.0
157915,50007,2020-05-13,1002,40,23.0
158080,50007,2020-05-02,1004,6,10.45
158973,97546,2020-05-14,1003,8,13.0
159942,97546,2020-05-26,1002,40,23.0
160114,97546,2020-05-04,1001,80,5.0
160703,97546,2020-05-14,1004,37,11.0
161187,97546,2020-05-20,1001,11,5.0
161289,97546,2020-05-01,1001,15,4.75
161462,97546,2020-05-16,1001,33,5.0
161791,97546,2020-05-29,1001,3,5.0
166121,41519,2020-05-09,1001,36,4.75
166969,41519,2020-05-18,1002,23,17.25
167012,41519,2020-05-21,1003,13,11.700000000000001
168596,88091,2020-05-02,1001,26,3.75
169470,88091,2020-05-01,1001,19,4.25
169747,88091,2020-05-03,1002,56,23.0
170486,88091,2020-05-20,1001,57,5.0
173477,13681,2020-05-04,1001,33,4.25
173523,13681,2020-05-12,1000,52,11.049999999999999
173732,13681,2020-05-06,1001,60,4.25
174051,13681,2020-05-13,1001,57,4.0
174163,13681,2020-05-05,1002,85,21.849999999999998
174605,13681,2020-05-11,1001,38,5.0
174703,13681,2020-05-20,1000,15,11.700000000000001
174960,13681,2020-05-13,1000,62,13.0
175028,13681,2020-05-01,1001,25,4.75
175786,85071,2020-05-28,1003,21,12.35
176301,85071,2020-05-28,1001,60,4.25
177226,85071,2020-05-29,1001,7,5.0
177899,78761,2020-05-10,1002,68,23.0
178252,78761,2020-05-10,1001,49,5.0
178311,78761,2020-05-16,1004,78,9.9
179678,78761,2020-05-20,1004,6,11.0
180427,78761,2020-05-05,1000,30,13.0
181505,11716,2020-05-22,1002,918,18.400000000000002
181520,11716,2020-05-08,1002,756,20.7
182357,11716,2020-05-28,1000,1530,9.75
182526,11716,2020-05-24,1004,1008,10.45
182543,11716,2020-05-10,1002,1224,21.849999999999998
183307,11716,2020-05-22,1002,648,23.0
183407,11716,2020-05-30,1000,216,13.0
184931,69472,2020-05-11,1004,1440,8.8
186034,69472,2020-05-27,1004,1332,11.0
186086,69472,2020-05-31,1004,738,11.0
186441,69472,2020-05-04,1000,576,9.75
186500,69472,2020-05-14,1001,396,5.0
186522,69472,2020-05-07,1003,828,13.0
186781,69472,2020-05-20,1003,1422,13.0
187133,69472,2020-05-11,1000,324,10.4
187400,69472,2020-05-03,1003,1332,13.0
189253,28638,2020-05-21,1001,40,4.25
189423,28638,2020-05-09,1004,25,9.35
189707,28638,2020-05-12,1001,68,4.75
190163,28638,2020-05-09,1000,57,13.0
190219,28638,2020-05-08,1001,37,3.75
190805,28638,2020-05-02,1002,38,19.55
190950,28638,2020-05-25,1000,23,9.75
191087,28638,2020-05-22,1001,34,4.5
192536,99041,2020-05-07,1003,406,11.049999999999999
192604,99041,2020-05-18,1004,994,11.0
193348,99041,2020-05-28,1002,84,23.0
194331,99041,2020-05-19,1002,1036,18.400000000000002
194503,99041,2020-05-06,1003,882,13.0
194785,99041,2020-05-28,1003,966,13.0
194842,99041,2020-05-30,1000,1162,11.049999999999999
195596,22198,2020-05-28,1004,260,11.0
196058,22198,2020-05-13,1000,260,13.0
197424,22198,2020-05-18,1002,180,20.7
197924,22198,2020-05-14,1002,800,23.0
198156,8181,2020-05-22,1004,70,11.0
198368,8181,2020-05-31,1001,54,5.0
199158,8181,2020-05-18,1003,19,9.75
199411,8181,2020-05-21,1001,8,4.0
199438,8181,2020-05-04,1001,85,5.0
200795,8181,2020-05-10,1001,63,4.75
201764,60391,2020-05-19,1002,46,23.0
202185,60391,2020-05-14,1001,4,4.5
202246,60391,2020-05-05,1001,74,5.0
202993,60391,2020-05-05,1001,4,5.0
205015,54940,2020-05-31,1001,21,5.0
205148,54940,2020-05-09,1004,14,8.8
205582,54940,2020-05-25,1001,71,3.75
205984,54940,2020-05-30,1001,68,4.0
206816,54940,2020-05-20,1000,74,11.049999999999999
207473,54940,2020-05-13,1000,5,11.700000000000001
207832,54940,2020-05-09,1001,64,4.75
207911,54940,2020-05-21,1001,40,4.75
207935,54940,2020-05-10,1001,25,4.5
208606,39775,2020-05-13,1000,90,13.0
208988,39775,2020-05-20,1000,315,13.0
209126,39775,2020-05-04,1003,735,13.0
209238,39775,2020-05-22,1002,435,23.0
209826,39775,2020-05-02,1003,15,13.0
209861,39775,2020-05-08,1003,345,13.0
212316,26330,2020-05-24,1001,10,4.75
212447,26330,2020-05-20,1004,30,11.0
212744,26330,2020-05-06,1001,46,5.0
212936,26330,2020-05-25,1001,58,5.0
213909,26330,2020-05-28,1000,23,13.0
214434,26330,2020-05-19,1000,23,10.4
214746,26330,2020-05-04,1004,3,8.8
