purch_id,cust_id,purch_date,product_id,quantity,unit_net_price
15800,28099,2019-08-23,1001,7,4.75
16334,28099,2019-08-09,1004,12,9.9
16346,28099,2019-08-21,1001,5,3.75
17632,28099,2019-08-12,1004,27,11.0
18281,28099,2019-08-12,1000,18,13.0
18697,28099,2019-08-18,1001,40,4.0
20048,54430,2019-08-05,1004,19,11.0
20099,54430,2019-08-25,1000,63,11.700000000000001
20528,54430,2019-08-29,1004,8,8.8
20573,54430,2019-08-01,1002,32,20.7
21382,54430,2019-08-30,1004,47,11.0
21670,54430,2019-08-14,1004,34,8.8
22100,54430,2019-08-08,1000,69,11.049999999999999
22387,54430,2019-08-04,1003,50,12.35
23686,71015,2019-08-23,1003,72,12.35
24144,71015,2019-08-28,1001,78,5.0
24382,71015,2019-08-10,1004,18,11.0
24411,71015,2019-08-31,1004,73,8.25
24630,71015,2019-08-13,1001,69,4.25
24898,71015,2019-08-23,1001,23,5.0
25705,71015,2019-08-13,1000,69,11.700000000000001
25815,71015,2019-08-06,1002,71,20.7
26005,71015,2019-08-25,1001,17,5.0
26049,71015,2019-08-02,1002,53,21.849999999999998
26053,71015,2019-08-25,1000,19,13.0
26340,71015,2019-08-06,1001,89,4.25
26831,79937,2019-08-23,1000,16,13.0
27014,79937,2019-08-24,1001,92,5.0
27553,79937,2019-08-20,1000,12,13.0
28303,79937,2019-08-16,1000,67,13.0
28488,79937,2019-08-24,1004,20,10.45
31794,1769,2019-08-16,1001,4,4.75
32124,1769,2019-08-11,1000,15,13.0
33427,1769,2019-08-22,1000,34,13.0
33590,1769,2019-08-23,1004,12,11.0
36408,68233,2019-08-11,1001,25,5.0
36758,68233,2019-08-04,1003,24,12.35
36994,68233,2019-08-13,1004,66,11.0
37308,68233,2019-08-30,1001,76,5.0
37543,68233,2019-08-09,1001,84,5.0
37588,68233,2019-08-28,1004,81,10.45
38047,68233,2019-08-16,1003,10,13.0
38206,68233,2019-08-23,1004,46,9.35
38385,68233,2019-08-26,1001,2,5.0
46664,71047,2019-08-09,1001,35,5.0
47126,71047,2019-08-08,1002,30,21.849999999999998
48257,71047,2019-08-01,1004,43,10.45
48589,71047,2019-08-13,1004,89,11.0
48907,71047,2019-08-14,1001,76,5.0
49718,71047,2019-08-06,1001,69,4.25
53455,79731,2019-08-01,1002,16,19.55
53840,79731,2019-08-25,1001,44,5.0
54625,79731,2019-08-29,1003,12,13.0
54893,79731,2019-08-13,1001,58,4.25
55323,79731,2019-08-13,1001,12,4.75
58490,44736,2019-08-15,1001,78,5.0
58673,44736,2019-08-08,1001,58,5.0
58769,44736,2019-08-13,1003,47,10.4
60155,44736,2019-08-03,1001,31,4.25
60238,44736,2019-08-02,1003,55,13.0
60400,44736,2019-08-17,1002,23,19.55
62043,57940,2019-08-20,1001,64,5.0
62182,57940,2019-08-25,1001,40,4.75
63196,57940,2019-08-01,1003,15,13.0
63319,57940,2019-08-21,1002,89,19.55
65701,66567,2019-08-22,1001,28,5.0
65973,66567,2019-08-19,1001,58,5.0
67029,66567,2019-08-02,1004,8,11.0
68363,91057,2019-08-27,1004,1216,11.0
69689,91057,2019-08-29,1004,1056,9.35
69869,91057,2019-08-29,1000,1456,13.0
70376,91057,2019-08-23,1002,608,19.55
71200,91057,2019-08-21,1004,704,8.25
71353,91057,2019-08-16,1000,1136,9.75
71950,192,2019-08-15,1001,48,3.75
72388,192,2019-08-03,1001,5,3.75
72933,192,2019-08-20,1004,5,11.0
73089,192,2019-08-25,1000,25,13.0
74754,192,2019-08-23,1001,63,5.0
75064,192,2019-08-23,1004,62,11.0
75625,49181,2019-08-21,1001,20,4.0
77082,49181,2019-08-01,1001,70,5.0
77237,49181,2019-08-25,1002,16,20.7
77354,49181,2019-08-14,1001,7,4.0
78022,49181,2019-08-30,1001,79,5.0
80070,7282,2019-08-17,1004,25,11.0
81085,7282,2019-08-21,1001,46,4.75
82451,6579,2019-08-22,1000,83,13.0
83398,6579,2019-08-13,1001,58,5.0
83852,6579,2019-08-02,1001,56,4.5
85934,87369,2019-08-07,1004,36,9.9
86470,87369,2019-08-30,1004,40,9.35
86524,87369,2019-08-20,1001,45,4.25
86562,87369,2019-08-18,1003,49,11.049999999999999
87582,87369,2019-08-30,1000,83,10.4
89602,30301,2019-08-29,1001,8,4.0
90635,30301,2019-08-18,1000,80,13.0
91679,30301,2019-08-08,1001,82,5.0
92225,30301,2019-08-28,1000,35,13.0
94678,60426,2019-08-27,1001,44,3.75
94953,60426,2019-08-31,1001,17,5.0
95216,60426,2019-08-06,1002,28,23.0
95244,60426,2019-08-22,1001,26,3.75
95272,60426,2019-08-29,1004,79,8.8
95482,60426,2019-08-10,1004,59,11.0
95696,60426,2019-08-29,1001,76,4.5
96036,60426,2019-08-04,1004,48,8.8
96805,60426,2019-08-18,1002,71,19.55
99481,31200,2019-08-05,1001,89,5.0
99620,31200,2019-08-25,1001,81,4.75
100188,31200,2019-08-13,1004,54,11.0
100764,31200,2019-08-19,1001,5,4.25
101909,31200,2019-08-15,1001,43,4.25
102230,31200,2019-08-17,1004,36,9.35
102344,31200,2019-08-18,1001,41,4.0
102471,31200,2019-08-13,1004,33,8.8
102496,31200,2019-08-03,1001,44,4.5
102601,31200,2019-08-09,1001,87,3.75
106149,73658,2019-08-26,1001,71,4.25
106334,73658,2019-08-07,1004,64,11.0
107027,73658,2019-08-09,1003,55,11.700000000000001
107076,73658,2019-08-28,1004,1,11.0
107377,73658,2019-08-01,1001,53,5.0
107741,73658,2019-08-10,1002,23,18.400000000000002
107904,73658,2019-08-31,1004,69,11.0
108108,73658,2019-08-08,1002,7,19.55
108275,73658,2019-08-11,1001,40,4.0
108499,73658,2019-08-21,1000,64,13.0
112377,71420,2019-08-03,1003,12,11.700000000000001
112607,71420,2019-08-28,1000,20,13.0
114340,71420,2019-08-08,1001,63,4.75
114955,71420,2019-08-19,1004,75,11.0
117368,79491,2019-08-29,1001,64,4.0
117553,79491,2019-08-02,1001,31,3.75
117592,79491,2019-08-15,1004,1,10.45
118112,79491,2019-08-10,1001,77,5.0
119372,79491,2019-08-15,1004,71,8.8
119888,79491,2019-08-12,1003,63,13.0
120169,79491,2019-08-02,1001,66,4.75
120676,79491,2019-08-06,1001,6,5.0
121047,92285,2019-08-15,1001,49,4.0
121359,92285,2019-08-26,1004,36,11.0
121430,92285,2019-08-11,1004,13,8.8
121919,92285,2019-08-11,1001,29,5.0
122578,92285,2019-08-10,1001,41,5.0
123157,92285,2019-08-16,1002,20,23.0
123399,92285,2019-08-22,1000,18,13.0
123758,92285,2019-08-28,1001,5,4.75
124311,92285,2019-08-13,1003,71,11.700000000000001
124383,1336,2019-08-07,1002,12,20.7
125342,1336,2019-08-25,1004,24,9.9
125603,1336,2019-08-29,1003,57,11.700000000000001
126203,1336,2019-08-14,1004,49,11.0
126864,1336,2019-08-17,1003,65,13.0
130275,25901,2019-08-18,1003,80,10.4
130529,25901,2019-08-15,1001,80,4.5
130627,25901,2019-08-13,1001,47,5.0
131297,25901,2019-08-21,1001,36,4.0
131460,25901,2019-08-25,1000,10,9.75
131880,25901,2019-08-18,1001,43,5.0
132690,25901,2019-08-14,1003,23,13.0
136189,11683,2019-08-14,1004,69,8.8
137120,11683,2019-08-20,1004,36,8.25
137173,11683,2019-08-01,1004,32,11.0
137642,11683,2019-08-16,1004,4,9.9
138792,11683,2019-08-12,1001,6,5.0
139219,81675,2019-08-21,1004,12,11.0
139398,81675,2019-08-06,1004,35,11.0
139468,81675,2019-08-13,1001,45,4.75
140369,81675,2019-08-07,1004,44,8.8
140562,81675,2019-08-02,1001,73,5.0
140740,81675,2019-08-27,1001,82,4.5
140857,81675,2019-08-04,1001,50,5.0
141072,81675,2019-08-18,1003,43,11.700000000000001
141143,81675,2019-08-15,1000,43,13.0
141352,81675,2019-08-20,1001,55,4.0
141377,81675,2019-08-10,1001,92,5.0
141769,81675,2019-08-21,1001,80,4.25
142145,54646,2019-08-28,1002,720,23.0
143356,54646,2019-08-14,1003,15,13.0
143386,54646,2019-08-21,1002,840,23.0
143552,54646,2019-08-27,1003,90,13.0
143974,54646,2019-08-04,1003,1305,10.4
144737,54646,2019-08-05,1000,720,11.049999999999999
145187,54646,2019-08-12,1002,330,23.0
145521,71129,2019-08-10,1001,41,5.0
145617,71129,2019-08-26,1001,83,5.0
146373,71129,2019-08-19,1001,25,5.0
146589,71129,2019-08-16,1004,43,11.0
146735,71129,2019-08-18,1001,23,3.75
147367,71129,2019-08-09,1004,86,9.35
147394,71129,2019-08-21,1001,24,4.25
147427,71129,2019-08-24,1003,38,13.0
148349,71129,2019-08-04,1002,51,17.25
149607,36867,2019-08-21,1003,25,13.0
150970,36867,2019-08-10,1004,12,9.35
150976,36867,2019-08-30,1001,23,5.0
151090,36867,2019-08-31,1002,10,23.0
151831,36867,2019-08-11,1001,42,4.25
152144,10038,2019-08-23,1003,86,12.35
152312,10038,2019-08-07,1004,66,8.25
152476,10038,2019-08-25,1001,64,5.0
152740,10038,2019-08-31,1003,58,9.75
