purch_id,cust_id,purch_date,product_id,quantity,unit_net_price
23584,71015,2018-09-08,1004,36,8.8
23920,71015,2018-09-17,1004,93,10.45
24791,71015,2018-09-16,1001,40,4.75
25861,71015,2018-09-09,1002,73,18.400000000000002
26477,71015,2018-09-08,1001,69,4.5
36239,68233,2018-09-11,1003,16,12.35
37052,68233,2018-09-12,1003,30,13.0
38080,68233,2018-09-25,1002,13,23.0
38579,68233,2018-09-10,1004,55,8.8
38883,68233,2018-09-13,1004,77,9.9
39693,68233,2018-09-10,1003,11,13.0
39731,68233,2018-09-19,1002,83,23.0
49141,71047,2018-09-11,1001,1,5.0
49927,71047,2018-09-29,1001,10,4.75
50180,71047,2018-09-05,1004,84,9.9
55239,79731,2018-09-26,1001,67,5.0
55570,79731,2018-09-24,1004,42,9.35
55676,79731,2018-09-26,1001,53,3.75
56272,79731,2018-09-16,1003,54,11.700000000000001
68453,91057,2018-09-20,1002,1424,20.7
71474,91057,2018-09-08,1003,224,13.0
72184,192,2018-09-18,1001,19,5.0
72373,192,2018-09-14,1001,68,4.0
72728,192,2018-09-01,1001,29,5.0
73045,192,2018-09-24,1001,38,5.0
73686,192,2018-09-25,1003,83,9.75
73996,192,2018-09-04,1001,47,4.0
74022,192,2018-09-15,1003,73,11.700000000000001
74120,192,2018-09-12,1001,38,4.5
74792,192,2018-09-08,1001,70,5.0
75266,192,2018-09-20,1001,52,5.0
75434,192,2018-09-07,1004,60,8.25
75541,49181,2018-09-19,1002,31,23.0
76733,49181,2018-09-10,1002,92,19.55
77360,49181,2018-09-07,1001,70,5.0
77735,49181,2018-09-20,1001,64,4.5
78068,49181,2018-09-20,1000,40,13.0
78082,49181,2018-09-09,1001,29,4.75
78299,49181,2018-09-05,1000,80,11.700000000000001
89766,30301,2018-09-30,1001,69,4.5
90959,30301,2018-09-19,1003,11,13.0
92039,30301,2018-09-21,1001,57,3.75
92096,30301,2018-09-12,1002,67,23.0
92279,30301,2018-09-29,1002,21,18.400000000000002
92450,30301,2018-09-24,1001,39,4.75
92457,30301,2018-09-16,1000,22,11.049999999999999
92525,30301,2018-09-17,1004,80,9.9
99448,31200,2018-09-01,1001,59,5.0
100027,31200,2018-09-10,1001,77,4.75
100457,31200,2018-09-11,1001,22,5.0
101353,31200,2018-09-06,1002,80,23.0
101384,31200,2018-09-01,1003,26,13.0
102299,31200,2018-09-09,1001,93,5.0
111957,71420,2018-09-24,1001,21,3.75
112089,71420,2018-09-25,1001,10,4.0
113312,71420,2018-09-30,1000,59,13.0
114687,71420,2018-09-09,1002,44,17.25
117297,79491,2018-09-18,1000,84,11.700000000000001
117381,79491,2018-09-01,1001,73,5.0
117559,79491,2018-09-10,1004,43,8.8
117815,79491,2018-09-22,1000,19,13.0
118404,79491,2018-09-10,1003,93,12.35
118703,79491,2018-09-26,1001,43,4.75
120474,79491,2018-09-09,1001,76,4.75
120483,79491,2018-09-15,1003,57,13.0
120803,92285,2018-09-08,1004,57,9.35
120826,92285,2018-09-09,1000,5,12.35
121510,92285,2018-09-09,1000,61,13.0
122728,92285,2018-09-02,1000,80,13.0
123928,92285,2018-09-15,1003,14,9.75
124690,1336,2018-09-23,1002,46,23.0
124877,1336,2018-09-16,1001,25,5.0
125200,1336,2018-09-06,1004,43,8.25
125828,1336,2018-09-20,1001,43,5.0
126048,1336,2018-09-07,1000,90,13.0
126505,1336,2018-09-23,1004,40,11.0
127558,1336,2018-09-17,1003,88,13.0
127617,1336,2018-09-03,1001,81,4.5
130541,25901,2018-09-13,1004,89,11.0
131790,25901,2018-09-06,1004,92,11.0
132153,25901,2018-09-15,1001,5,5.0
132313,25901,2018-09-28,1004,16,11.0
132367,25901,2018-09-07,1004,76,11.0
133304,25901,2018-09-29,1001,15,5.0
133320,25901,2018-09-29,1002,4,19.55
136428,11683,2018-09-17,1003,76,10.4
137044,11683,2018-09-20,1001,54,5.0
137149,11683,2018-09-06,1001,49,5.0
137841,11683,2018-09-30,1001,40,5.0
138185,11683,2018-09-17,1004,4,11.0
138313,11683,2018-09-01,1004,39,11.0
138446,11683,2018-09-10,1001,34,3.75
138900,11683,2018-09-04,1001,68,5.0
142124,54646,2018-09-23,1003,870,11.700000000000001
142484,54646,2018-09-26,1000,1110,12.35
142778,54646,2018-09-11,1002,255,23.0
143001,54646,2018-09-10,1004,1110,11.0
143568,54646,2018-09-01,1002,915,17.25
143704,54646,2018-09-04,1000,1155,11.700000000000001
144468,54646,2018-09-14,1000,1170,9.75
144681,54646,2018-09-14,1002,150,19.55
156444,50007,2018-09-01,1004,3,11.0
156805,50007,2018-09-13,1002,46,23.0
157503,50007,2018-09-07,1000,60,13.0
157801,50007,2018-09-20,1004,67,11.0
157951,50007,2018-09-14,1001,74,5.0
