purch_id,cust_id,purch_date,product_id,quantity,unit_net_price
16236,28099,2020-07-11,1002,73,20.7
16473,28099,2020-07-12,1001,38,4.75
16954,28099,2020-07-15,1001,33,4.25
18437,28099,2020-07-22,1001,17,4.25
20718,54430,2020-07-29,1003,75,13.0
21202,54430,2020-07-28,1001,81,5.0
24036,71015,2020-07-05,1004,34,9.35
24736,71015,2020-07-17,1001,14,3.75
24861,71015,2020-07-28,1001,62,5.0
24924,71015,2020-07-13,1001,11,4.5
25258,71015,2020-07-25,1004,53,11.0
25412,71015,2020-07-07,1001,7,4.0
25933,71015,2020-07-25,1004,57,9.35
26099,71015,2020-07-29,1001,60,4.75
26812,79937,2020-07-26,1004,41,8.25
27512,79937,2020-07-03,1001,34,5.0
27540,79937,2020-07-18,1002,36,20.7
27870,79937,2020-07-04,1001,70,4.25
27919,79937,2020-07-17,1001,6,4.5
28743,79937,2020-07-01,1001,33,4.5
29044,79937,2020-07-03,1001,44,4.75
29977,79937,2020-07-09,1004,16,8.8
31611,1769,2020-07-31,1001,7,5.0
31693,1769,2020-07-11,1001,9,3.75
31894,1769,2020-07-20,1001,42,3.75
31936,1769,2020-07-10,1003,80,13.0
31998,1769,2020-07-02,1001,7,5.0
32419,1769,2020-07-04,1002,28,18.400000000000002
32648,1769,2020-07-13,1003,46,10.4
32997,1769,2020-07-09,1002,22,20.7
34539,80591,2020-07-17,1001,56,4.5
34663,80591,2020-07-31,1001,17,5.0
34923,80591,2020-07-03,1003,14,13.0
35268,80591,2020-07-21,1004,32,11.0
35399,80591,2020-07-30,1002,56,23.0
35530,80591,2020-07-05,1001,84,4.5
35554,80591,2020-07-15,1001,40,5.0
35690,80591,2020-07-09,1001,27,4.75
36022,80591,2020-07-05,1001,65,5.0
37041,68233,2020-07-07,1004,52,9.9
37484,68233,2020-07-23,1001,9,5.0
38284,68233,2020-07-30,1001,7,4.25
38306,68233,2020-07-07,1000,9,13.0
38375,68233,2020-07-01,1001,82,4.75
38853,68233,2020-07-13,1001,73,5.0
41388,89328,2020-07-19,1004,1494,11.0
41544,89328,2020-07-24,1004,684,8.25
41839,89328,2020-07-31,1003,756,11.049999999999999
42482,73767,2020-07-09,1000,64,10.4
43370,73767,2020-07-12,1001,26,5.0
43386,73767,2020-07-13,1003,10,10.4
43532,73767,2020-07-28,1003,65,9.75
44330,73767,2020-07-23,1001,71,5.0
44461,73767,2020-07-17,1004,53,11.0
44639,73767,2020-07-10,1001,80,5.0
45109,73965,2020-07-25,1003,13,12.35
45329,73965,2020-07-11,1003,32,13.0
45589,73965,2020-07-24,1004,83,9.9
45803,73965,2020-07-12,1004,5,11.0
46230,73965,2020-07-19,1001,65,3.75
48717,71047,2020-07-08,1001,49,4.25
48950,71047,2020-07-04,1001,49,3.75
49313,71047,2020-07-08,1001,49,5.0
49388,71047,2020-07-08,1003,77,13.0
50402,71047,2020-07-02,1001,34,5.0
50517,50489,2020-07-20,1001,53,4.25
50877,50489,2020-07-12,1003,53,12.35
51037,50489,2020-07-21,1001,62,4.0
51437,50489,2020-07-08,1002,35,20.7
51864,50489,2020-07-14,1003,64,13.0
52309,50489,2020-07-05,1000,21,11.049999999999999
52311,50489,2020-07-22,1004,58,11.0
52509,50489,2020-07-12,1003,72,13.0
55615,79731,2020-07-11,1001,17,5.0
55990,79731,2020-07-09,1000,32,11.700000000000001
56792,30421,2020-07-11,1000,43,9.75
57064,30421,2020-07-25,1001,18,5.0
57075,30421,2020-07-28,1004,26,10.45
57226,30421,2020-07-21,1001,37,5.0
57471,30421,2020-07-04,1001,50,5.0
57771,30421,2020-07-02,1002,79,23.0
57787,30421,2020-07-30,1000,22,13.0
57815,30421,2020-07-31,1004,12,11.0
58223,44736,2020-07-29,1000,5,11.700000000000001
58677,44736,2020-07-27,1001,5,5.0
58897,44736,2020-07-02,1001,69,4.5
59075,44736,2020-07-03,1002,11,18.400000000000002
59259,44736,2020-07-31,1004,47,11.0
59472,44736,2020-07-29,1001,83,5.0
59730,44736,2020-07-24,1000,66,13.0
60046,44736,2020-07-31,1000,4,11.700000000000001
60829,57940,2020-07-26,1001,72,5.0
61489,57940,2020-07-22,1001,19,3.75
61636,57940,2020-07-31,1003,52,13.0
61797,57940,2020-07-30,1004,7,8.8
62119,57940,2020-07-30,1004,9,11.0
62993,57940,2020-07-04,1001,33,4.75
63137,57940,2020-07-24,1001,50,4.5
63618,17791,2020-07-31,1003,43,12.35
64265,17791,2020-07-30,1001,84,4.25
65079,17791,2020-07-06,1002,8,23.0
65096,17791,2020-07-03,1003,71,13.0
65302,17791,2020-07-15,1003,16,10.4
65313,17791,2020-07-05,1003,51,9.75
65542,66567,2020-07-27,1000,41,13.0
65658,66567,2020-07-06,1003,40,12.35
66699,66567,2020-07-18,1001,8,5.0
67188,66567,2020-07-29,1004,2,11.0
67324,66567,2020-07-14,1000,88,9.75
68177,66567,2020-07-06,1001,41,5.0
68714,91057,2020-07-18,1004,736,11.0
68753,91057,2020-07-05,1004,1168,11.0
71503,91057,2020-07-26,1002,144,23.0
72143,192,2020-07-21,1001,67,4.5
72364,192,2020-07-19,1004,58,9.9
72702,192,2020-07-20,1003,47,13.0
74389,192,2020-07-05,1001,3,3.75
74573,192,2020-07-31,1001,21,5.0
75523,49181,2020-07-31,1001,12,5.0
76037,49181,2020-07-21,1004,7,9.9
76578,49181,2020-07-05,1001,1,5.0
76586,49181,2020-07-27,1003,62,10.4
76868,49181,2020-07-22,1001,1,3.75
77267,49181,2020-07-23,1002,53,20.7
79368,7282,2020-07-15,1004,56,11.0
79909,7282,2020-07-17,1004,9,11.0
80486,7282,2020-07-15,1003,17,10.4
80507,7282,2020-07-12,1001,82,3.75
82604,6579,2020-07-23,1001,19,4.0
82822,6579,2020-07-25,1001,61,4.25
83130,6579,2020-07-25,1004,27,11.0
83458,6579,2020-07-25,1000,72,9.75
83617,6579,2020-07-31,1001,40,4.5
83744,6579,2020-07-28,1001,11,4.25
84914,87369,2020-07-09,1001,66,5.0
86973,87369,2020-07-29,1003,83,12.35
87103,87369,2020-07-23,1003,81,11.049999999999999
87183,87369,2020-07-18,1001,3,5.0
87951,87369,2020-07-03,1001,3,5.0
89660,30301,2020-07-09,1001,11,4.0
90047,30301,2020-07-20,1001,49,4.5
90977,30301,2020-07-06,1003,16,13.0
91170,30301,2020-07-20,1000,81,11.049999999999999
91194,30301,2020-07-08,1001,37,4.5
91283,30301,2020-07-29,1001,32,4.0
91353,30301,2020-07-03,1000,86,13.0
92322,30301,2020-07-01,1003,39,9.75
95120,60426,2020-07-04,1002,66,17.25
95738,60426,2020-07-12,1000,35,10.4
95975,60426,2020-07-19,1004,21,10.45
95984,60426,2020-07-05,1001,47,4.0
96612,60426,2020-07-24,1001,87,5.0
96719,60426,2020-07-12,1001,40,5.0
96783,60426,2020-07-25,1003,59,13.0
97034,39580,2020-07-23,1004,83,10.45
97277,39580,2020-07-26,1004,19,8.8
97576,39580,2020-07-14,1001,75,5.0
97605,39580,2020-07-27,1001,85,4.25
97729,39580,2020-07-30,1001,82,4.75
98360,39580,2020-07-14,1002,44,17.25
98784,39580,2020-07-11,1001,65,3.75
99095,39580,2020-07-30,1003,53,13.0
99804,31200,2020-07-21,1004,5,9.35
101337,31200,2020-07-11,1004,49,8.25
102024,31200,2020-07-29,1003,84,10.4
102575,31200,2020-07-05,1001,9,5.0
102645,31200,2020-07-01,1002,89,23.0
103811,95874,2020-07-31,1001,14,5.0
104214,95874,2020-07-29,1004,9,11.0
104494,95874,2020-07-28,1001,50,4.0
104578,95874,2020-07-07,1004,74,9.35
104667,95874,2020-07-31,1003,75,13.0
104799,95874,2020-07-22,1001,83,5.0
105066,95874,2020-07-10,1001,82,4.25
106144,73658,2020-07-27,1001,74,4.25
106682,73658,2020-07-27,1001,24,4.5
106717,73658,2020-07-08,1000,9,13.0
106803,73658,2020-07-14,1002,25,23.0
107129,73658,2020-07-15,1000,72,13.0
107160,73658,2020-07-10,1002,39,20.7
107552,73658,2020-07-17,1001,43,5.0
107789,73658,2020-07-13,1004,8,11.0
108331,73658,2020-07-10,1004,32,11.0
108373,73658,2020-07-02,1002,77,23.0
108601,73658,2020-07-25,1001,86,4.0
109913,98069,2020-07-05,1003,17,13.0
109997,98069,2020-07-23,1000,44,13.0
110081,98069,2020-07-25,1004,22,11.0
110293,98069,2020-07-26,1003,68,11.700000000000001
110537,98069,2020-07-19,1004,74,11.0
110809,98069,2020-07-11,1001,15,5.0
110846,98069,2020-07-05,1002,89,20.7
110951,98069,2020-07-08,1001,57,5.0
111446,98069,2020-07-29,1001,48,5.0
111521,98069,2020-07-25,1002,28,23.0
111574,98069,2020-07-05,1001,65,4.25
112354,71420,2020-07-03,1004,4,8.8
112745,71420,2020-07-07,1001,62,4.25
113900,71420,2020-07-26,1001,25,5.0
113960,71420,2020-07-31,1001,66,5.0
113986,71420,2020-07-02,1001,89,5.0
114182,71420,2020-07-17,1004,46,8.8
114339,71420,2020-07-18,1001,85,4.0
114375,71420,2020-07-31,1001,50,4.5
114572,71420,2020-07-27,1001,9,4.5
114580,71420,2020-07-07,1000,41,13.0
117698,79491,2020-07-01,1001,40,5.0
117847,79491,2020-07-09,1001,81,4.25
117902,79491,2020-07-02,1001,45,4.25
118192,79491,2020-07-23,1004,30,10.45
119548,79491,2020-07-26,1003,67,13.0
119615,79491,2020-07-29,1001,28,5.0
119959,79491,2020-07-28,1001,13,4.0
120418,79491,2020-07-13,1001,72,4.75
120649,79491,2020-07-29,1003,33,11.700000000000001
122419,92285,2020-07-15,1004,60,11.0
124009,92285,2020-07-06,1001,10,4.5
124078,92285,2020-07-31,1004,26,8.8
125701,1336,2020-07-06,1004,74,11.0
125809,1336,2020-07-27,1001,25,4.75
125893,1336,2020-07-19,1004,49,11.0
126267,1336,2020-07-02,1001,16,5.0
126922,1336,2020-07-08,1003,73,13.0
128531,49193,2020-07-10,1001,41,4.0
128835,49193,2020-07-19,1000,65,13.0
129270,49193,2020-07-29,1001,73,5.0
129757,49193,2020-07-02,1002,10,23.0
130043,25901,2020-07-19,1001,56,4.75
130499,25901,2020-07-22,1000,9,13.0
130570,25901,2020-07-29,1004,41,11.0
130713,25901,2020-07-24,1004,57,8.8
131476,25901,2020-07-25,1001,5,5.0
131577,25901,2020-07-27,1001,85,3.75
133418,25901,2020-07-09,1001,73,5.0
133557,25901,2020-07-14,1000,5,12.35
133717,95589,2020-07-04,1001,42,5.0
133845,95589,2020-07-08,1001,48,5.0
135798,11683,2020-07-22,1001,39,5.0
136461,11683,2020-07-20,1004,63,10.45
137124,11683,2020-07-02,1000,21,10.4
137208,11683,2020-07-18,1002,17,17.25
138389,11683,2020-07-10,1000,32,13.0
138771,11683,2020-07-06,1003,75,13.0
138881,11683,2020-07-23,1004,65,11.0
139235,81675,2020-07-01,1001,9,5.0
139587,81675,2020-07-26,1000,12,13.0
140027,81675,2020-07-17,1002,82,23.0
